id,text,price,price_currency,location,city,property_type,area_sqm,living_area_sqm,kitchen_area_sqm,rooms,floor,total_floors,building_type,build_year,label,source,collected_at,url,date_posted,metadata
spb_1609,"Продается 2-комнатная квартира в Петродворцовый районе Санкт-Петербурга. Общая площадь 41.0 кв.м, жилая 29.1 кв.м, кухня 10.5 кв.м. 3 этаж из 5. Монолитный дом 2017 года постройки. Цена 4,024,609 руб.",4024609,RUB,Петродворцовый,Санкт-Петербург,Квартира,41.0,29.1,10.5,2,3,5,Монолитный,2017,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.638157,https://example.com/listing/1609,2025-09-27,"{""district"": ""Петродворцовый"", ""price_factor"": 0.7}"
spb_1610,"Продается 4-комнатная квартира в Невский районе Санкт-Петербурга. Общая площадь 94.2 кв.м, жилая 53.8 кв.м, кухня 18.4 кв.м. 4 этаж из 8. Панельный дом 2016 года постройки. Цена 17,597,568 руб.",17597568,RUB,Невский,Санкт-Петербург,Квартира,94.2,53.8,18.4,4,4,8,Панельный,2016,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.638314,https://example.com/listing/1610,2025-07-14,"{""district"": ""Невский"", ""price_factor"": 0.85}"
spb_1611,"Продается 1-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 31.9 кв.м, жилая 21.8 кв.м, кухня 9.9 кв.м. 1 этаж из 1. Монолитный дом 1964 года постройки. Цена 3,588,413 руб.",3588413,RUB,Выборгский,Санкт-Петербург,Квартира,31.9,21.8,9.9,1,1,1,Монолитный,1964,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.638464,https://example.com/listing/1611,2025-09-04,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_1612,"Сдается 1-комнатная квартира в Петродворцовый районе Санкт-Петербурга. Общая площадь 40.7 кв.м. 1 этаж из 17. Цена 27,242 руб./мес.",27242,RUB,Петродворцовый,Санкт-Петербург,Квартира,40.7,25.5,6.3,1,1,17,Кирпичный,2012,Аренда,synthetic:spb_real_estate,2026-03-17T02:04:26.638651,https://example.com/listing/1612,2025-11-14,"{""district"": ""Петродворцовый"", ""price_factor"": 0.7}"
spb_1613,"Продается 2-комнатная квартира в Невский районе Санкт-Петербурга. Общая площадь 41.2 кв.м, жилая 25.7 кв.м, кухня 8.8 кв.м. 16 этаж из 21. Монолитный дом 2005 года постройки. Цена 3,750,685 руб.",3750685,RUB,Невский,Санкт-Петербург,Квартира,41.2,25.7,8.8,2,16,21,Монолитный,2005,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.638805,https://example.com/listing/1613,2025-11-06,"{""district"": ""Невский"", ""price_factor"": 0.85}"
spb_1614,"Продается 2-комнатная квартира в Калининский районе Санкт-Петербурга. Общая площадь 56.4 кв.м, жилая 32.6 кв.м, кухня 8.3 кв.м. 12 этаж из 18. Монолитный дом 1967 года постройки. Цена 4,433,760 руб.",4433760,RUB,Калининский,Санкт-Петербург,Квартира,56.4,32.6,8.3,2,12,18,Монолитный,1967,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.638955,https://example.com/listing/1614,2025-07-04,"{""district"": ""Калининский"", ""price_factor"": 0.95}"
spb_1615,"Продается 1-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 31.1 кв.м, жилая 17.4 кв.м, кухня 9.1 кв.м. 2 этаж из 2. Панельный дом 1955 года постройки. Цена 5,299,324 руб.",5299324,RUB,Петроградский,Санкт-Петербург,Квартира,31.1,17.4,9.1,1,2,2,Панельный,1955,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.639108,https://example.com/listing/1615,2025-06-29,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_1616,"Продается 1-комнатная квартира в Невский районе Санкт-Петербурга. Общая площадь 52.6 кв.м, жилая 28.9 кв.м, кухня 11.9 кв.м. 7 этаж из 7. Монолитный дом 1969 года постройки. Цена 5,673,659 руб.",5673659,RUB,Невский,Санкт-Петербург,Квартира,52.6,28.9,11.9,1,7,7,Монолитный,1969,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.639259,https://example.com/listing/1616,2025-12-02,"{""district"": ""Невский"", ""price_factor"": 0.85}"
spb_1617,"Сдается 2-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 56.3 кв.м. 2 этаж из 12. Цена 11,922 руб./мес.",11922,RUB,Выборгский,Санкт-Петербург,Квартира,56.3,35.1,13.2,2,2,12,Блочный,1979,Аренда,synthetic:spb_real_estate,2026-03-17T02:04:26.639405,https://example.com/listing/1617,2025-09-05,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_1618,"Продается 1-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 37.9 кв.м, жилая 25.5 кв.м, кухня 9.2 кв.м. 8 этаж из 16. Кирпичный дом 2011 года постройки. Цена 11,199,476 руб.",11199476,RUB,Петроградский,Санкт-Петербург,Квартира,37.9,25.5,9.2,1,8,16,Кирпичный,2011,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.639565,https://example.com/listing/1618,2026-01-08,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_1619,"Продается 1-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 32.5 кв.м, жилая 22.5 кв.м, кухня 6.1 кв.м. 10 этаж из 13. Монолитный дом 1971 года постройки. Цена 1,803,721 руб.",1803721,RUB,Выборгский,Санкт-Петербург,Квартира,32.5,22.5,6.1,1,10,13,Монолитный,1971,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.639738,https://example.com/listing/1619,2026-02-01,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_1620,"Продается 3-комнатная квартира в Невский районе Санкт-Петербурга. Общая площадь 70.6 кв.м, жилая 52.7 кв.м, кухня 15.7 кв.м. 4 этаж из 4. Кирпичный дом 1989 года постройки. Цена 8,786,744 руб.",8786744,RUB,Невский,Санкт-Петербург,Квартира,70.6,52.7,15.7,3,4,4,Кирпичный,1989,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.639886,https://example.com/listing/1620,2026-02-10,"{""district"": ""Невский"", ""price_factor"": 0.85}"
spb_1621,"Продается 2-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 67.8 кв.м, жилая 48.0 кв.м, кухня 13.1 кв.м. 11 этаж из 11. Монолитный дом 1961 года постройки. Цена 4,722,490 руб.",4722490,RUB,Красносельский,Санкт-Петербург,Квартира,67.8,48.0,13.1,2,11,11,Монолитный,1961,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.640042,https://example.com/listing/1621,2026-03-17,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_1622,"Продается 2-комнатная квартира в Фрунзенский районе Санкт-Петербурга. Общая площадь 41.8 кв.м, жилая 27.7 кв.м, кухня 11.1 кв.м. 5 этаж из 5. Монолитный дом 1960 года постройки. Цена 3,387,827 руб.",3387827,RUB,Фрунзенский,Санкт-Петербург,Квартира,41.8,27.7,11.1,2,5,5,Монолитный,1960,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.640202,https://example.com/listing/1622,2025-12-19,"{""district"": ""Фрунзенский"", ""price_factor"": 0.8}"
spb_1623,"Продается 1-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 37.2 кв.м, жилая 25.3 кв.м, кухня 8.1 кв.м. 9 этаж из 9. Монолитный дом 1999 года постройки. Цена 3,125,939 руб.",3125939,RUB,Выборгский,Санкт-Петербург,Квартира,37.2,25.3,8.1,1,9,9,Монолитный,1999,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.640354,https://example.com/listing/1623,2025-08-20,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_1624,"Продается 2-комнатная квартира в Кировский районе Санкт-Петербурга. Общая площадь 65.3 кв.м, жилая 36.6 кв.м, кухня 8.7 кв.м. 6 этаж из 11. Кирпичный дом 1977 года постройки. Цена 3,437,694 руб.",3437694,RUB,Кировский,Санкт-Петербург,Квартира,65.3,36.6,8.7,2,6,11,Кирпичный,1977,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.640517,https://example.com/listing/1624,2025-03-19,"{""district"": ""Кировский"", ""price_factor"": 0.85}"
spb_1625,"Продается 1-комнатная квартира в Невский районе Санкт-Петербурга. Общая площадь 51.9 кв.м, жилая 36.6 кв.м, кухня 10.7 кв.м. 5 этаж из 16. Монолитный дом 1979 года постройки. Цена 4,385,533 руб.",4385533,RUB,Невский,Санкт-Петербург,Квартира,51.9,36.6,10.7,1,5,16,Монолитный,1979,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.640689,https://example.com/listing/1625,2025-08-05,"{""district"": ""Невский"", ""price_factor"": 0.85}"
spb_1626,"Продается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 67.7 кв.м, жилая 39.2 кв.м, кухня 13.1 кв.м. 16 этаж из 16. Панельный дом 1962 года постройки. Цена 10,611,338 руб.",10611338,RUB,Центральный,Санкт-Петербург,Квартира,67.7,39.2,13.1,3,16,16,Панельный,1962,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.640838,https://example.com/listing/1626,2026-01-27,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_1627,"Продается 1-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 29.9 кв.м, жилая 17.7 кв.м, кухня 7.0 кв.м. 4 этаж из 7. Монолитный дом 1951 года постройки. Цена 2,539,795 руб.",2539795,RUB,Красногвардейский,Санкт-Петербург,Квартира,29.9,17.7,7.0,1,4,7,Монолитный,1951,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.640990,https://example.com/listing/1627,2025-07-19,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_1628,"Продается 2-комнатная квартира в Петродворцовый районе Санкт-Петербурга. Общая площадь 71.8 кв.м, жилая 47.5 кв.м, кухня 15.0 кв.м. 8 этаж из 25. Панельный дом 2018 года постройки. Цена 5,743,204 руб.",5743204,RUB,Петродворцовый,Санкт-Петербург,Квартира,71.8,47.5,15.0,2,8,25,Панельный,2018,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.641146,https://example.com/listing/1628,2025-10-09,"{""district"": ""Петродворцовый"", ""price_factor"": 0.7}"
spb_1629,"Продается 2-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 57.5 кв.м, жилая 33.4 кв.м, кухня 10.9 кв.м. 5 этаж из 22. Монолитный дом 1992 года постройки. Цена 4,312,826 руб.",4312826,RUB,Красногвардейский,Санкт-Петербург,Квартира,57.5,33.4,10.9,2,5,22,Монолитный,1992,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.641298,https://example.com/listing/1629,2025-04-23,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_1630,"Сдается 1-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 38.3 кв.м. 1 этаж из 3. Цена 11,971 руб./мес.",11971,RUB,Красносельский,Санкт-Петербург,Квартира,38.3,21.5,7.2,1,1,3,Кирпичный,1984,Аренда,synthetic:spb_real_estate,2026-03-17T02:04:26.641446,https://example.com/listing/1630,2025-10-19,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_1631,"Продается 1-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 29.4 кв.м, жилая 18.2 кв.м, кухня 9.1 кв.м. 8 этаж из 10. Панельный дом 2020 года постройки. Цена 6,735,874 руб.",6735874,RUB,Адмиралтейский,Санкт-Петербург,Квартира,29.4,18.2,9.1,1,8,10,Панельный,2020,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.641642,https://example.com/listing/1631,2025-10-22,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_1632,"Продается 3-комнатная квартира в Калининский районе Санкт-Петербурга. Общая площадь 52.3 кв.м, жилая 31.3 кв.м, кухня 10.9 кв.м. 2 этаж из 10. Монолитный дом 1954 года постройки. Цена 5,651,340 руб.",5651340,RUB,Калининский,Санкт-Петербург,Квартира,52.3,31.3,10.9,3,2,10,Монолитный,1954,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.641795,https://example.com/listing/1632,2025-07-14,"{""district"": ""Калининский"", ""price_factor"": 0.95}"
spb_1633,"Продается 2-комнатная квартира в Василеостровский районе Санкт-Петербурга. Общая площадь 47.8 кв.м, жилая 30.3 кв.м, кухня 13.4 кв.м. 1 этаж из 20. Монолитный дом 1978 года постройки. Цена 6,390,858 руб.",6390858,RUB,Василеостровский,Санкт-Петербург,Квартира,47.8,30.3,13.4,2,1,20,Монолитный,1978,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.641944,https://example.com/listing/1633,2025-03-26,"{""district"": ""Василеостровский"", ""price_factor"": 1.5}"
spb_1634,"Продается 1-комнатная квартира в Василеостровский районе Санкт-Петербурга. Общая площадь 43.1 кв.м, жилая 31.4 кв.м, кухня 7.4 кв.м. 2 этаж из 4. Кирпичный дом 2006 года постройки. Цена 6,496,908 руб.",6496908,RUB,Василеостровский,Санкт-Петербург,Квартира,43.1,31.4,7.4,1,2,4,Кирпичный,2006,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.642096,https://example.com/listing/1634,2025-08-26,"{""district"": ""Василеостровский"", ""price_factor"": 1.5}"
spb_1635,"Продается 3-комнатная квартира в Калининский районе Санкт-Петербурга. Общая площадь 75.2 кв.м, жилая 52.7 кв.м, кухня 17.0 кв.м. 16 этаж из 17. Монолитный дом 1976 года постройки. Цена 6,965,474 руб.",6965474,RUB,Калининский,Санкт-Петербург,Квартира,75.2,52.7,17.0,3,16,17,Монолитный,1976,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.642259,https://example.com/listing/1635,2025-04-18,"{""district"": ""Калининский"", ""price_factor"": 0.95}"
spb_1636,"Продается 3-комнатная квартира в Василеостровский районе Санкт-Петербурга. Общая площадь 69.7 кв.м, жилая 41.9 кв.м, кухня 10.6 кв.м. 7 этаж из 13. Кирпичный дом 2016 года постройки. Цена 20,268,829 руб.",20268829,RUB,Василеостровский,Санкт-Петербург,Квартира,69.7,41.9,10.6,3,7,13,Кирпичный,2016,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.642407,https://example.com/listing/1636,2025-09-04,"{""district"": ""Василеостровский"", ""price_factor"": 1.5}"
spb_1637,"Продается 1-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 36.1 кв.м, жилая 24.7 кв.м, кухня 9.0 кв.м. 1 этаж из 9. Монолитный дом 2006 года постройки. Цена 2,265,343 руб.",2265343,RUB,Приморский,Санкт-Петербург,Квартира,36.1,24.7,9.0,1,1,9,Монолитный,2006,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.642585,https://example.com/listing/1637,2025-06-10,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_1638,"Продается 1-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 38.9 кв.м, жилая 26.4 кв.м, кухня 6.8 кв.м. 12 этаж из 12. Кирпичный дом 1950 года постройки. Цена 2,442,869 руб.",2442869,RUB,Красносельский,Санкт-Петербург,Квартира,38.9,26.4,6.8,1,12,12,Кирпичный,1950,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.642745,https://example.com/listing/1638,2025-11-03,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_1639,"Продается 1-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 38.3 кв.м, жилая 24.0 кв.м, кухня 10.6 кв.м. 16 этаж из 16. Панельный дом 1986 года постройки. Цена 7,853,618 руб.",7853618,RUB,Центральный,Санкт-Петербург,Квартира,38.3,24.0,10.6,1,16,16,Панельный,1986,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.642894,https://example.com/listing/1639,2026-01-23,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_1640,"Продается 4-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 101.5 кв.м, жилая 58.2 кв.м, кухня 16.0 кв.м. 1 этаж из 20. Монолитный дом 2019 года постройки. Цена 12,688,895 руб.",12688895,RUB,Адмиралтейский,Санкт-Петербург,Квартира,101.5,58.2,16.0,4,1,20,Монолитный,2019,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.643041,https://example.com/listing/1640,2025-12-27,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_1641,"Сдается 1-комнатная квартира в Кировский районе Санкт-Петербурга. Общая площадь 34.5 кв.м. 4 этаж из 25. Цена 22,318 руб./мес.",22318,RUB,Кировский,Санкт-Петербург,Квартира,34.5,23.2,8.9,1,4,25,Блочный,1966,Аренда,synthetic:spb_real_estate,2026-03-17T02:04:26.643201,https://example.com/listing/1641,2025-06-05,"{""district"": ""Кировский"", ""price_factor"": 0.85}"
spb_1642,"Продается 1-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 43.3 кв.м, жилая 30.0 кв.м, кухня 9.7 кв.м. 16 этаж из 24. Панельный дом 1968 года постройки. Цена 6,503,317 руб.",6503317,RUB,Центральный,Санкт-Петербург,Квартира,43.3,30.0,9.7,1,16,24,Панельный,1968,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.643349,https://example.com/listing/1642,2025-08-12,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_1643,"Продается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 91.2 кв.м, жилая 53.1 кв.м, кухня 15.4 кв.м. 5 этаж из 18. Панельный дом 2012 года постройки. Цена 18,374,676 руб.",18374676,RUB,Центральный,Санкт-Петербург,Квартира,91.2,53.1,15.4,3,5,18,Панельный,2012,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.643522,https://example.com/listing/1643,2025-11-09,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_1644,"Продается 3-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 64.2 кв.м, жилая 47.9 кв.м, кухня 12.4 кв.м. 9 этаж из 20. Панельный дом 1984 года постройки. Цена 6,145,088 руб.",6145088,RUB,Выборгский,Санкт-Петербург,Квартира,64.2,47.9,12.4,3,9,20,Панельный,1984,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.643697,https://example.com/listing/1644,2026-02-01,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_1645,"Продается 2-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 57.0 кв.м, жилая 38.9 кв.м, кухня 8.4 кв.м. 6 этаж из 21. Панельный дом 1972 года постройки. Цена 6,546,567 руб.",6546567,RUB,Адмиралтейский,Санкт-Петербург,Квартира,57.0,38.9,8.4,2,6,21,Панельный,1972,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.643850,https://example.com/listing/1645,2026-01-27,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_1646,"Продается 1-комнатная квартира в Калининский районе Санкт-Петербурга. Общая площадь 41.7 кв.м, жилая 24.1 кв.м, кухня 8.2 кв.м. 11 этаж из 21. Монолитный дом 1953 года постройки. Цена 5,271,489 руб.",5271489,RUB,Калининский,Санкт-Петербург,Квартира,41.7,24.1,8.2,1,11,21,Монолитный,1953,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.643999,https://example.com/listing/1646,2025-06-01,"{""district"": ""Калининский"", ""price_factor"": 0.95}"
spb_1647,"Продается 2-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 52.8 кв.м, жилая 33.6 кв.м, кухня 14.3 кв.м. 15 этаж из 25. Монолитный дом 2001 года постройки. Цена 13,782,847 руб.",13782847,RUB,Адмиралтейский,Санкт-Петербург,Квартира,52.8,33.6,14.3,2,15,25,Монолитный,2001,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.644156,https://example.com/listing/1647,2025-08-19,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_1648,"Продается 5-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 167.9 кв.м, жилая 93.3 кв.м, кухня 18.1 кв.м. 5 этаж из 13. Панельный дом 1995 года постройки. Цена 16,522,140 руб.",16522140,RUB,Красносельский,Санкт-Петербург,Квартира,167.9,93.3,18.1,5,5,13,Панельный,1995,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.644304,https://example.com/listing/1648,2025-05-21,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_1649,"Продается 2-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 57.5 кв.м, жилая 41.9 кв.м, кухня 14.9 кв.м. 14 этаж из 14. Блочный дом 2020 года постройки. Цена 19,267,439 руб.",19267439,RUB,Адмиралтейский,Санкт-Петербург,Квартира,57.5,41.9,14.9,2,14,14,Блочный,2020,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.644453,https://example.com/listing/1649,2025-12-08,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_1650,"Продается 3-комнатная квартира в Московский районе Санкт-Петербурга. Общая площадь 72.6 кв.м, жилая 54.2 кв.м, кухня 11.6 кв.м. 9 этаж из 13. Панельный дом 2002 года постройки. Цена 5,447,515 руб.",5447515,RUB,Московский,Санкт-Петербург,Квартира,72.6,54.2,11.6,3,9,13,Панельный,2002,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.644634,https://example.com/listing/1650,2026-01-15,"{""district"": ""Московский"", ""price_factor"": 0.9}"
spb_1651,"Продается 3-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 64.3 кв.м, жилая 40.5 кв.м, кухня 17.4 кв.м. 1 этаж из 15. Кирпичный дом 1982 года постройки. Цена 5,901,286 руб.",5901286,RUB,Выборгский,Санкт-Петербург,Квартира,64.3,40.5,17.4,3,1,15,Кирпичный,1982,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.644790,https://example.com/listing/1651,2026-02-27,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_1652,"Продается 1-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 54.4 кв.м, жилая 30.4 кв.м, кухня 7.3 кв.м. 15 этаж из 15. Кирпичный дом 1981 года постройки. Цена 9,183,454 руб.",9183454,RUB,Адмиралтейский,Санкт-Петербург,Квартира,54.4,30.4,7.3,1,15,15,Кирпичный,1981,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.644938,https://example.com/listing/1652,2025-04-20,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_1653,"Продается 5-комнатная квартира в Невский районе Санкт-Петербурга. Общая площадь 115.9 кв.м, жилая 84.6 кв.м, кухня 12.3 кв.м. 8 этаж из 12. Монолитный дом 2009 года постройки. Цена 8,867,791 руб.",8867791,RUB,Невский,Санкт-Петербург,Квартира,115.9,84.6,12.3,5,8,12,Монолитный,2009,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.645089,https://example.com/listing/1653,2025-08-31,"{""district"": ""Невский"", ""price_factor"": 0.85}"
spb_1654,"Сдается 1-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 35.8 кв.м. 14 этаж из 14. Цена 20,420 руб./мес.",20420,RUB,Красногвардейский,Санкт-Петербург,Квартира,35.8,21.4,10.4,1,14,14,Кирпичный,2014,Аренда,synthetic:spb_real_estate,2026-03-17T02:04:26.645246,https://example.com/listing/1654,2025-05-04,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_1655,"Продается 2-комнатная квартира в Кировский районе Санкт-Петербурга. Общая площадь 46.6 кв.м, жилая 29.1 кв.м, кухня 9.0 кв.м. 11 этаж из 11. Монолитный дом 1992 года постройки. Цена 4,775,476 руб.",4775476,RUB,Кировский,Санкт-Петербург,Квартира,46.6,29.1,9.0,2,11,11,Монолитный,1992,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.645395,https://example.com/listing/1655,2025-12-15,"{""district"": ""Кировский"", ""price_factor"": 0.85}"
spb_1656,"Продается 2-комнатная квартира в Кировский районе Санкт-Петербурга. Общая площадь 81.4 кв.м, жилая 55.0 кв.м, кухня 13.0 кв.м. 2 этаж из 5. Монолитный дом 2004 года постройки. Цена 8,854,751 руб.",8854751,RUB,Кировский,Санкт-Петербург,Квартира,81.4,55.0,13.0,2,2,5,Монолитный,2004,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.645562,https://example.com/listing/1656,2026-02-10,"{""district"": ""Кировский"", ""price_factor"": 0.85}"
spb_1657,"Продается 1-комнатная квартира в Московский районе Санкт-Петербурга. Общая площадь 45.5 кв.м, жилая 31.8 кв.м, кухня 7.1 кв.м. 12 этаж из 12. Панельный дом 1965 года постройки. Цена 5,343,181 руб.",5343181,RUB,Московский,Санкт-Петербург,Квартира,45.5,31.8,7.1,1,12,12,Панельный,1965,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.645771,https://example.com/listing/1657,2025-05-19,"{""district"": ""Московский"", ""price_factor"": 0.9}"
spb_1658,"Продается 4-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 88.9 кв.м, жилая 54.9 кв.м, кухня 15.5 кв.м. 14 этаж из 14. Монолитный дом 2018 года постройки. Цена 10,712,894 руб.",10712894,RUB,Красносельский,Санкт-Петербург,Квартира,88.9,54.9,15.5,4,14,14,Монолитный,2018,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.645928,https://example.com/listing/1658,2025-05-11,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_1659,"Продается 4-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 117.1 кв.м, жилая 69.3 кв.м, кухня 16.0 кв.м. 2 этаж из 21. Монолитный дом 2015 года постройки. Цена 25,104,663 руб.",25104663,RUB,Адмиралтейский,Санкт-Петербург,Квартира,117.1,69.3,16.0,4,2,21,Монолитный,2015,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.646124,https://example.com/listing/1659,2025-09-23,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_1660,"Продается 2-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 52.9 кв.м, жилая 39.4 кв.м, кухня 13.1 кв.м. 7 этаж из 25. Кирпичный дом 1979 года постройки. Цена 5,005,156 руб.",5005156,RUB,Выборгский,Санкт-Петербург,Квартира,52.9,39.4,13.1,2,7,25,Кирпичный,1979,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.646285,https://example.com/listing/1660,2025-11-29,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_1661,"Продается 3-комнатная квартира в Московский районе Санкт-Петербурга. Общая площадь 103.6 кв.м, жилая 67.6 кв.м, кухня 10.3 кв.м. 14 этаж из 14. Кирпичный дом 1967 года постройки. Цена 9,875,840 руб.",9875840,RUB,Московский,Санкт-Петербург,Квартира,103.6,67.6,10.3,3,14,14,Кирпичный,1967,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.646439,https://example.com/listing/1661,2025-09-21,"{""district"": ""Московский"", ""price_factor"": 0.9}"
spb_1662,"Продается 2-комнатная квартира в Василеостровский районе Санкт-Петербурга. Общая площадь 59.3 кв.м, жилая 36.6 кв.м, кухня 9.8 кв.м. 13 этаж из 13. Монолитный дом 1964 года постройки. Цена 7,104,758 руб.",7104758,RUB,Василеостровский,Санкт-Петербург,Квартира,59.3,36.6,9.8,2,13,13,Монолитный,1964,Продажа,synthetic:spb_real_estate,2026-03-17T02:04:26.646626,https://example.com/listing/1662,2025-04-13,"{""district"": ""Василеостровский"", ""price_factor"": 1.5}"
