id,text,price,price_currency,location,city,property_type,area_sqm,living_area_sqm,kitchen_area_sqm,rooms,floor,total_floors,building_type,build_year,label,source,collected_at,url,date_posted,metadata
spb_190,"Продается 1-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 33.8 кв.м, жилая 25.2 кв.м, кухня 8.0 кв.м. 9 этаж из 20. Блочный дом 1955 года постройки. Цена 1,773,428 руб.",1773428,RUB,Красносельский,Санкт-Петербург,Квартира,33.8,25.2,8.0,1,9,20,Блочный,1955,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/190,2025-03-19,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_191,"Продается 2-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 68.0 кв.м, жилая 41.9 кв.м, кухня 9.2 кв.м. 5 этаж из 24. Панельный дом 1982 года постройки. Цена 6,893,298 руб.",6893298,RUB,Выборгский,Санкт-Петербург,Квартира,68.0,41.9,9.2,2,5,24,Панельный,1982,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/191,2025-09-19,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_192,"Продается 3-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 83.4 кв.м, жилая 53.1 кв.м, кухня 15.8 кв.м. 1 этаж из 5. Монолитный дом 1964 года постройки. Цена 6,189,419 руб.",6189419,RUB,Приморский,Санкт-Петербург,Квартира,83.4,53.1,15.8,3,1,5,Монолитный,1964,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/192,2025-06-02,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_193,"Продается 2-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 66.9 кв.м, жилая 37.8 кв.м, кухня 9.2 кв.м. 9 этаж из 20. Панельный дом 2021 года постройки. Цена 11,967,550 руб.",11967550,RUB,Центральный,Санкт-Петербург,Квартира,66.9,37.8,9.2,2,9,20,Панельный,2021,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/193,2025-11-10,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_194,"Сдается 2-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 35.6 кв.м. 5 этаж из 21. Цена 17,997 руб./мес.",17997,RUB,Красногвардейский,Санкт-Петербург,Квартира,35.6,21.1,8.2,2,5,21,Монолитный,1963,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/194,2026-02-07,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_195,"Продается 1-комнатная квартира в Невский районе Санкт-Петербурга. Общая площадь 40.3 кв.м, жилая 29.2 кв.м, кухня 6.0 кв.м. 11 этаж из 11. Кирпичный дом 1987 года постройки. Цена 4,058,940 руб.",4058940,RUB,Невский,Санкт-Петербург,Квартира,40.3,29.2,6.0,1,11,11,Кирпичный,1987,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/195,2025-04-24,"{""district"": ""Невский"", ""price_factor"": 0.85}"
spb_196,"Продается 2-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 54.0 кв.м, жилая 29.9 кв.м, кухня 11.0 кв.м. 14 этаж из 14. Кирпичный дом 1997 года постройки. Цена 14,697,881 руб.",14697881,RUB,Центральный,Санкт-Петербург,Квартира,54.0,29.9,11.0,2,14,14,Кирпичный,1997,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/196,2025-11-28,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_197,"Продается 3-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 88.7 кв.м, жилая 53.8 кв.м, кухня 18.7 кв.м. 14 этаж из 24. Монолитный дом 2010 года постройки. Цена 11,178,642 руб.",11178642,RUB,Приморский,Санкт-Петербург,Квартира,88.7,53.8,18.7,3,14,24,Монолитный,2010,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/197,2025-06-05,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_198,"Сдается 2-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 63.3 кв.м. 14 этаж из 14. Цена 76,212 руб./мес.",76212,RUB,Центральный,Санкт-Петербург,Квартира,63.3,35.8,9.6,2,14,14,Панельный,2017,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/198,2026-03-16,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_199,"Продается 2-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 54.0 кв.м, жилая 38.2 кв.м, кухня 8.2 кв.м. 3 этаж из 11. Блочный дом 1999 года постройки. Цена 4,713,060 руб.",4713060,RUB,Красногвардейский,Санкт-Петербург,Квартира,54.0,38.2,8.2,2,3,11,Блочный,1999,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/199,2025-10-20,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_200,"Продается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 66.9 кв.м, жилая 38.0 кв.м, кухня 19.1 кв.м. 4 этаж из 4. Монолитный дом 2014 года постройки. Цена 16,498,864 руб.",16498864,RUB,Центральный,Санкт-Петербург,Квартира,66.9,38.0,19.1,3,4,4,Монолитный,2014,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/200,2025-04-09,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_201,"Продается 1-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 49.8 кв.м, жилая 33.4 кв.м, кухня 11.4 кв.м. 13 этаж из 22. Монолитный дом 2000 года постройки. Цена 5,721,729 руб.",5721729,RUB,Выборгский,Санкт-Петербург,Квартира,49.8,33.4,11.4,1,13,22,Монолитный,2000,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/201,2025-10-12,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_202,"Сдается 2-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 51.4 кв.м. 12 этаж из 12. Цена 26,622 руб./мес.",26622,RUB,Красногвардейский,Санкт-Петербург,Квартира,51.4,36.3,14.8,2,12,12,Кирпичный,2004,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/202,2026-01-05,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_203,"Продается 1-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 32.1 кв.м, жилая 20.7 кв.м, кухня 6.3 кв.м. 8 этаж из 19. Кирпичный дом 2014 года постройки. Цена 2,268,306 руб.",2268306,RUB,Красногвардейский,Санкт-Петербург,Квартира,32.1,20.7,6.3,1,8,19,Кирпичный,2014,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/203,2025-11-29,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_204,"Продается 1-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 26.0 кв.м, жилая 15.4 кв.м, кухня 9.1 кв.м. 6 этаж из 17. Панельный дом 2011 года постройки. Цена 4,078,196 руб.",4078196,RUB,Выборгский,Санкт-Петербург,Квартира,26.0,15.4,9.1,1,6,17,Панельный,2011,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/204,2025-03-30,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_205,"Продается 3-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 83.8 кв.м, жилая 51.0 кв.м, кухня 19.3 кв.м. 9 этаж из 24. Панельный дом 1990 года постройки. Цена 27,315,588 руб.",27315588,RUB,Петроградский,Санкт-Петербург,Квартира,83.8,51.0,19.3,3,9,24,Панельный,1990,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/205,2025-06-14,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_206,"Продается 2-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 54.8 кв.м, жилая 37.8 кв.м, кухня 14.9 кв.м. 13 этаж из 14. Панельный дом 1989 года постройки. Цена 12,061,964 руб.",12061964,RUB,Петроградский,Санкт-Петербург,Квартира,54.8,37.8,14.9,2,13,14,Панельный,1989,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/206,2025-04-20,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_207,"Продается 2-комнатная квартира в Петродворцовый районе Санкт-Петербурга. Общая площадь 63.4 кв.м, жилая 38.6 кв.м, кухня 13.0 кв.м. 12 этаж из 12. Панельный дом 1995 года постройки. Цена 3,514,355 руб.",3514355,RUB,Петродворцовый,Санкт-Петербург,Квартира,63.4,38.6,13.0,2,12,12,Панельный,1995,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/207,2025-08-15,"{""district"": ""Петродворцовый"", ""price_factor"": 0.7}"
spb_208,"Продается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 87.8 кв.м, жилая 62.4 кв.м, кухня 16.6 кв.м. 5 этаж из 19. Монолитный дом 1989 года постройки. Цена 11,266,915 руб.",11266915,RUB,Центральный,Санкт-Петербург,Квартира,87.8,62.4,16.6,3,5,19,Монолитный,1989,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/208,2025-08-05,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_209,"Продается 1-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 33.8 кв.м, жилая 23.0 кв.м, кухня 9.9 кв.м. 3 этаж из 11. Монолитный дом 1963 года постройки. Цена 8,064,818 руб.",8064818,RUB,Петроградский,Санкт-Петербург,Квартира,33.8,23.0,9.9,1,3,11,Монолитный,1963,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/209,2025-11-20,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_210,"Продается 1-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 41.6 кв.м, жилая 29.1 кв.м, кухня 9.2 кв.м. 3 этаж из 16. Блочный дом 1951 года постройки. Цена 5,587,058 руб.",5587058,RUB,Центральный,Санкт-Петербург,Квартира,41.6,29.1,9.2,1,3,16,Блочный,1951,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/210,2025-06-23,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_211,"Продается 2-комнатная квартира в Василеостровский районе Санкт-Петербурга. Общая площадь 49.5 кв.м, жилая 28.5 кв.м, кухня 11.9 кв.м. 15 этаж из 25. Монолитный дом 1987 года постройки. Цена 7,751,286 руб.",7751286,RUB,Василеостровский,Санкт-Петербург,Квартира,49.5,28.5,11.9,2,15,25,Монолитный,1987,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/211,2025-12-01,"{""district"": ""Василеостровский"", ""price_factor"": 1.5}"
spb_212,"Сдается 2-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 45.6 кв.м. 2 этаж из 3. Цена 22,636 руб./мес.",22636,RUB,Выборгский,Санкт-Петербург,Квартира,45.6,32.2,11.1,2,2,3,Кирпичный,1993,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/212,2026-01-14,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_213,"Сдается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 77.1 кв.м. 12 этаж из 12. Цена 76,004 руб./мес.",76004,RUB,Центральный,Санкт-Петербург,Квартира,77.1,50.5,15.1,3,12,12,Монолитный,1986,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/213,2025-09-06,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_214,"Продается 1-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 19.2 кв.м, жилая 10.6 кв.м, кухня 8.3 кв.м. 11 этаж из 11. Кирпичный дом 1987 года постройки. Цена 2,288,149 руб.",2288149,RUB,Приморский,Санкт-Петербург,Квартира,19.2,10.6,8.3,1,11,11,Кирпичный,1987,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/214,2025-09-23,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_215,"Продается 5-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 187.3 кв.м, жилая 108.3 кв.м, кухня 14.9 кв.м. 8 этаж из 24. Кирпичный дом 2024 года постройки. Цена 36,575,259 руб.",36575259,RUB,Адмиралтейский,Санкт-Петербург,Квартира,187.3,108.3,14.9,5,8,24,Кирпичный,2024,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/215,2025-10-15,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_216,"Сдается 1-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 29.2 кв.м. 15 этаж из 21. Цена 29,272 руб./мес.",29272,RUB,Центральный,Санкт-Петербург,Квартира,29.2,16.2,10.5,1,15,21,Кирпичный,1986,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/216,2025-03-26,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_217,"Продается 2-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 55.1 кв.м, жилая 31.3 кв.м, кухня 12.2 кв.м. 14 этаж из 20. Панельный дом 1971 года постройки. Цена 5,844,233 руб.",5844233,RUB,Выборгский,Санкт-Петербург,Квартира,55.1,31.3,12.2,2,14,20,Панельный,1971,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/217,2025-10-04,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_218,"Продается 2-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 49.8 кв.м, жилая 35.8 кв.м, кухня 10.5 кв.м. 2 этаж из 13. Панельный дом 1995 года постройки. Цена 4,720,595 руб.",4720595,RUB,Выборгский,Санкт-Петербург,Квартира,49.8,35.8,10.5,2,2,13,Панельный,1995,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/218,2026-02-25,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_219,"Продается 2-комнатная квартира в Фрунзенский районе Санкт-Петербурга. Общая площадь 64.6 кв.м, жилая 37.3 кв.м, кухня 11.1 кв.м. 15 этаж из 15. Кирпичный дом 2000 года постройки. Цена 3,471,115 руб.",3471115,RUB,Фрунзенский,Санкт-Петербург,Квартира,64.6,37.3,11.1,2,15,15,Кирпичный,2000,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/219,2025-12-09,"{""district"": ""Фрунзенский"", ""price_factor"": 0.8}"
spb_220,"Сдается 2-комнатная квартира в Петродворцовый районе Санкт-Петербурга. Общая площадь 74.6 кв.м. 12 этаж из 12. Цена 40,150 руб./мес.",40150,RUB,Петродворцовый,Санкт-Петербург,Квартира,74.6,44.0,10.8,2,12,12,Кирпичный,1985,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/220,2026-01-13,"{""district"": ""Петродворцовый"", ""price_factor"": 0.7}"
spb_221,"Продается 2-комнатная квартира в Кировский районе Санкт-Петербурга. Общая площадь 49.1 кв.м, жилая 27.4 кв.м, кухня 13.2 кв.м. 7 этаж из 7. Монолитный дом 1969 года постройки. Цена 1,981,953 руб.",1981953,RUB,Кировский,Санкт-Петербург,Квартира,49.1,27.4,13.2,2,7,7,Монолитный,1969,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/221,2026-03-06,"{""district"": ""Кировский"", ""price_factor"": 0.85}"
spb_222,"Продается 4-комнатная квартира в Фрунзенский районе Санкт-Петербурга. Общая площадь 91.4 кв.м, жилая 64.0 кв.м, кухня 14.9 кв.м. 7 этаж из 7. Кирпичный дом 1982 года постройки. Цена 7,358,579 руб.",7358579,RUB,Фрунзенский,Санкт-Петербург,Квартира,91.4,64.0,14.9,4,7,7,Кирпичный,1982,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/222,2025-08-27,"{""district"": ""Фрунзенский"", ""price_factor"": 0.8}"
spb_223,"Продается 2-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 60.4 кв.м, жилая 38.7 кв.м, кухня 11.1 кв.м. 15 этаж из 15. Монолитный дом 1984 года постройки. Цена 7,146,689 руб.",7146689,RUB,Приморский,Санкт-Петербург,Квартира,60.4,38.7,11.1,2,15,15,Монолитный,1984,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/223,2025-04-23,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_224,"Сдается 1-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 26.9 кв.м. 3 этаж из 5. Цена 47,622 руб./мес.",47622,RUB,Центральный,Санкт-Петербург,Квартира,26.9,16.1,7.9,1,3,5,Кирпичный,2010,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/224,2025-08-22,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_225,"Сдается 4-комнатная квартира в Московский районе Санкт-Петербурга. Общая площадь 138.6 кв.м. 9 этаж из 24. Цена 85,119 руб./мес.",85119,RUB,Московский,Санкт-Петербург,Квартира,138.6,94.1,18.2,4,9,24,Монолитный,1979,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/225,2025-05-19,"{""district"": ""Московский"", ""price_factor"": 0.9}"
spb_226,"Продается 1-комнатная квартира в Фрунзенский районе Санкт-Петербурга. Общая площадь 47.7 кв.м, жилая 26.9 кв.м, кухня 6.0 кв.м. 8 этаж из 8. Монолитный дом 2022 года постройки. Цена 3,301,656 руб.",3301656,RUB,Фрунзенский,Санкт-Петербург,Квартира,47.7,26.9,6.0,1,8,8,Монолитный,2022,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/226,2025-10-05,"{""district"": ""Фрунзенский"", ""price_factor"": 0.8}"
spb_227,"Продается 1-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 50.3 кв.м, жилая 30.5 кв.м, кухня 10.1 кв.м. 15 этаж из 15. Кирпичный дом 2021 года постройки. Цена 4,215,411 руб.",4215411,RUB,Красносельский,Санкт-Петербург,Квартира,50.3,30.5,10.1,1,15,15,Кирпичный,2021,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/227,2025-09-11,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_228,"Продается 2-комнатная квартира в Кировский районе Санкт-Петербурга. Общая площадь 58.9 кв.м, жилая 33.7 кв.м, кухня 13.9 кв.м. 12 этаж из 16. Кирпичный дом 2015 года постройки. Цена 7,919,444 руб.",7919444,RUB,Кировский,Санкт-Петербург,Квартира,58.9,33.7,13.9,2,12,16,Кирпичный,2015,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/228,2026-03-05,"{""district"": ""Кировский"", ""price_factor"": 0.85}"
spb_229,"Продается 1-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 35.8 кв.м, жилая 21.8 кв.м, кухня 6.9 кв.м. 7 этаж из 22. Кирпичный дом 2002 года постройки. Цена 4,531,629 руб.",4531629,RUB,Красногвардейский,Санкт-Петербург,Квартира,35.8,21.8,6.9,1,7,22,Кирпичный,2002,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/229,2025-07-28,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_230,"Продается 1-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 34.7 кв.м, жилая 24.4 кв.м, кухня 7.1 кв.м. 7 этаж из 23. Монолитный дом 2023 года постройки. Цена 5,019,939 руб.",5019939,RUB,Адмиралтейский,Санкт-Петербург,Квартира,34.7,24.4,7.1,1,7,23,Монолитный,2023,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/230,2026-01-23,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_231,"Продается 2-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 63.1 кв.м, жилая 45.1 кв.м, кухня 13.6 кв.м. 6 этаж из 6. Панельный дом 1957 года постройки. Цена 8,586,260 руб.",8586260,RUB,Центральный,Санкт-Петербург,Квартира,63.1,45.1,13.6,2,6,6,Панельный,1957,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/231,2025-11-19,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_232,"Продается 3-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 84.7 кв.м, жилая 51.2 кв.м, кухня 14.0 кв.м. 9 этаж из 17. Кирпичный дом 1975 года постройки. Цена 16,624,960 руб.",16624960,RUB,Адмиралтейский,Санкт-Петербург,Квартира,84.7,51.2,14.0,3,9,17,Кирпичный,1975,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/232,2025-08-16,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_233,"Сдается 1-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 44.6 кв.м. 1 этаж из 11. Цена 15,232 руб./мес.",15232,RUB,Красносельский,Санкт-Петербург,Квартира,44.6,27.4,6.6,1,1,11,Кирпичный,1976,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/233,2025-12-08,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_234,"Сдается 4-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 76.8 кв.м. 1 этаж из 23. Цена 34,518 руб./мес.",34518,RUB,Приморский,Санкт-Петербург,Квартира,76.8,56.6,16.8,4,1,23,Кирпичный,1982,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/234,2025-08-13,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_235,"Сдается 1-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 42.2 кв.м. 12 этаж из 12. Цена 16,876 руб./мес.",16876,RUB,Красносельский,Санкт-Петербург,Квартира,42.2,28.8,11.8,1,12,12,Блочный,1996,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/235,2025-08-29,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_236,"Продается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 72.7 кв.м, жилая 45.2 кв.м, кухня 19.6 кв.м. 12 этаж из 12. Кирпичный дом 1967 года постройки. Цена 13,545,811 руб.",13545811,RUB,Центральный,Санкт-Петербург,Квартира,72.7,45.2,19.6,3,12,12,Кирпичный,1967,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/236,2025-08-03,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_237,"Продается 1-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 34.4 кв.м, жилая 24.6 кв.м, кухня 11.1 кв.м. 16 этаж из 16. Монолитный дом 2024 года постройки. Цена 10,772,522 руб.",10772522,RUB,Петроградский,Санкт-Петербург,Квартира,34.4,24.6,11.1,1,16,16,Монолитный,2024,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/237,2025-12-08,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_238,"Продается 2-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 47.6 кв.м, жилая 32.4 кв.м, кухня 13.2 кв.м. 12 этаж из 12. Монолитный дом 1970 года постройки. Цена 3,407,298 руб.",3407298,RUB,Красногвардейский,Санкт-Петербург,Квартира,47.6,32.4,13.2,2,12,12,Монолитный,1970,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/238,2025-05-12,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_239,"Продается 3-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 67.5 кв.м, жилая 37.9 кв.м, кухня 11.1 кв.м. 10 этаж из 21. Кирпичный дом 2002 года постройки. Цена 8,797,103 руб.",8797103,RUB,Адмиралтейский,Санкт-Петербург,Квартира,67.5,37.9,11.1,3,10,21,Кирпичный,2002,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/239,2026-03-05,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_240,"Сдается 1-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 36.3 кв.м. 6 этаж из 20. Цена 14,346 руб./мес.",14346,RUB,Петроградский,Санкт-Петербург,Квартира,36.3,22.9,9.2,1,6,20,Панельный,1992,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/240,2025-09-11,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_241,"Продается 3-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 57.6 кв.м, жилая 34.2 кв.м, кухня 11.3 кв.м. 12 этаж из 22. Панельный дом 2008 года постройки. Цена 11,333,575 руб.",11333575,RUB,Петроградский,Санкт-Петербург,Квартира,57.6,34.2,11.3,3,12,22,Панельный,2008,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/241,2025-07-28,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_242,"Сдается 1-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 38.8 кв.м. 16 этаж из 16. Цена 58,130 руб./мес.",58130,RUB,Центральный,Санкт-Петербург,Квартира,38.8,24.1,8.2,1,16,16,Кирпичный,1956,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/242,2025-05-15,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_243,"Продается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 86.0 кв.м, жилая 55.2 кв.м, кухня 14.0 кв.м. 4 этаж из 8. Панельный дом 1978 года постройки. Цена 18,471,010 руб.",18471010,RUB,Центральный,Санкт-Петербург,Квартира,86.0,55.2,14.0,3,4,8,Панельный,1978,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/243,2025-08-25,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
